Component,g/L,reaction,lb,ub
-1.0 Phenylalanyl-Tryptophanyl-Leucine <-->,0,EX_phetrpleu[e],0,1000
-1.0 Phenylalanyl-Tyrosine <-->,0,EX_phetyr[e],0,1000
-1.0 Phenylalanyl-Tyrosinyl-Glutamine <-->,0,EX_phetyrgln[e],0,1000
-1.0 Phenylalanyl-Tyrosinyl-Lysine <-->,0,EX_phetyrlys[e],0,1000
-1.0 Prolyl-Arginyl-Aspartate <-->,0,EX_proargasp[e],0,1000
-1.0 Prolyl-Arginyl-Cysteine <-->,0,EX_proargcys[e],0,1000
-1.0 Prolyl-Asparaginyl-Cysteine <-->,0,EX_proasncys[e],0,1000
-1.0 Prolyl-Cysteine <-->,0,EX_procys[e],0,1000
-1.0 Prolyl-Glutaminyl-Proline <-->,0,EX_proglnpro[e],0,1000
-1.0 Prolyl-Glutamatsyl-Lysine <-->,0,EX_proglulys[e],0,1000
-1.0 Prolyl-Histidine <-->,0,EX_prohis[e],0,1000
-1.0 Prolyl-Histidyl-Tyrosine <-->,0,EX_prohistyr[e],0,1000
-1.0 Prolyl-Leucyl-Arginine <-->,0,EX_proleuarg[e],0,1000
-1.0 Prolyl-Lysyl-Proline <-->,0,EX_prolyspro[e],0,1000
-1.0 Prolyl-Phenylalanine <-->,0,EX_prophe[e],0,1000
-1.0 Prolyl-Prolyl-Arginine <-->,0,EX_proproarg[e],0,1000
-1.0 Prolyl-Prolyl-Proline <-->,0,EX_propropro[e],0,1000
-1.0 Prolyl-Tryptophanyl-Lysine <-->,0,EX_protrplys[e],0,1000
-1.0 Prolyl-Tryptophanyl-Threonine <-->,0,EX_protrpthr[e],0,1000
-1.0 Prolyl-Valyl-Glutamine <-->,0,EX_provalgln[e],0,1000
-1.0 Seryl-Arginyl-Alanine <-->,0,EX_serargala[e],0,1000
-1.0 Seryl-Arginyl-Tryptophan <-->,0,EX_serargtrp[e],0,1000
-1.0 Seryl-Cysteinyl-Arginine <-->,0,EX_sercysarg[e],0,1000
-1.0 Seryl-Glycyl-Glutamate <-->,0,EX_serglyglu[e],0,1000
-1.0 Seryl-Lysyl-Histidine <-->,0,EX_serlyshis[e],0,1000
-1.0 Seryl-Phenylalanyl-Lysine <-->,0,EX_serphelys[e],0,1000
-1.0 Seryl-Tryptophanyl-Histidine <-->,0,EX_sertrphis[e],0,1000
-1.0 Threonyl-Arginyl-Tyrosine <-->,0,EX_thrargtyr[e],0,1000
-1.0 Threonyl-Asparaginyl-Tyrosine <-->,0,EX_thrasntyr[e],0,1000
-1.0 Threonyl-Glutaminyl-Glutamate <-->,0,EX_thrglnglu[e],0,1000
-1.0 Threonyl-Glutaminyl-Tyrosine <-->,0,EX_thrglntyr[e],0,1000
-1.0 Threonyl-Histidinyl-Histidine <-->,0,EX_thrhishis[e],0,1000
-1.0 Threonyl-Isoleucyl-Arginine <-->,0,EX_thrilearg[e],0,1000
-1.0 Threonyl-Methionyl-Arginine <-->,0,EX_thrmetarg[e],0,1000
-1.0 Threonyl-Phenylalanyl-Arginine <-->,0,EX_thrphearg[e],0,1000
-1.0 Threonyl-Seryl-Arginine <-->,0,EX_thrserarg[e],0,1000
-1.0 Threonyl-Threonyl-Arginine <-->,0,EX_thrthrarg[e],0,1000
-1.0 Threonyl-Tyrosyl-Methionine <-->,0,EX_thrtyrmet[e],0,1000
-1.0 Tryptophanyl-Alanyl-Proline <-->,0,EX_trpalapro[e],0,1000
-1.0 Tryptophanyl-Arginyl-Alanine <-->,0,EX_trpargala[e],0,1000
-1.0 Tryptophanyl-Aspartyl-Aspartate <-->,0,EX_trpaspasp[e],0,1000
-1.0 Tryptophanyl-Glutaminyl-Glutamine <-->,0,EX_trpglngln[e],0,1000
-1.0 Tryptophanyl-Glutamyl-Glycine <-->,0,EX_trpglugly[e],0,1000
-1.0 Tryptophanyl-Glutamyl-Leucine <-->,0,EX_trpgluleu[e],0,1000
-1.0 Tryptophanyl-Glutamyl-Proline <-->,0,EX_trpglupro[e],0,1000
-1.0 Tryptophanyl-Glutamyl-Tyrosine <-->,0,EX_trpglutyr[e],0,1000
-1.0 Tryptophanyl-Glycyl-Leucine <-->,0,EX_trpglyleu[e],0,1000
-1.0 Tryptophanyl-Glycyl-Phenylalanine <-->,0,EX_trpglyphe[e],0,1000
-1.0 Tryptophanyl-Glycyl-Valine <-->,0,EX_trpglyval[e],0,1000
-1.0 Tryptophanyl-Histidyl-Methionine <-->,0,EX_trphismet[e],0,1000
-1.0 Tryptophanyl-Isoleucyl-Lysine <-->,0,EX_trpilelys[e],0,1000
-1.0 Tryptophanyl-Isoleucyl-Tryptophan <-->,0,EX_trpiletrp[e],0,1000
-1.0 Tryptophanyl-Leucyl-Valine <-->,0,EX_trpleuval[e],0,1000
-1.0 Tryptophanyl-Lysine <-->,0,EX_trplys[e],0,1000
-1.0 Tryptophanyl-Methionyl-Arginine <-->,0,EX_trpmetarg[e],0,1000
-1.0 Tryptophanyl-Methionyl-Valine <-->,0,EX_trpmetval[e],0,1000
-1.0 Tryptophanyl-Phenylalanine <-->,0,EX_trpphe[e],0,1000
-1.0 Tryptophanyl-Prolyl-Glycine <-->,0,EX_trpprogly[e],0,1000
-1.0 Tryptophanyl-Prolyl-Leucine <-->,0,EX_trpproleu[e],0,1000
-1.0 Tryptophanyl-Prolyl-Valine <-->,0,EX_trpproval[e],0,1000
-1.0 Tryptophanyl-Seryl-Tyrosine <-->,0,EX_trpsertyr[e],0,1000
-1.0 Tryptophanyl-Threonyl-Glutamate <-->,0,EX_trpthrglu[e],0,1000
-1.0 Tryptophanyl-Threonyl-Isoleucine <-->,0,EX_trpthrile[e],0,1000
-1.0 Tryptophanyl-Threonyl-Tyrosine <-->,0,EX_trpthrtyr[e],0,1000
-1.0 Tryptophanyl-Tyrosyl-Glutamine <-->,0,EX_trptyrgln[e],0,1000
-1.0 Tryptophanyl-Tyrosyl-Tyrosine <-->,0,EX_trptyrtyr[e],0,1000
-1.0 Tryptophanyl-Valyl-Aspartate <-->,0,EX_trpvalasp[e],0,1000
-1.0 Tyrosyl-Alanine <-->,0,EX_tyrala[e],0,1000
-1.0 Tyrosyl-Alaninyl-Phenylalanine <-->,0,EX_tyralaphe[e],0,1000
-1.0 Tyrosyl-Arginyl-Glutamate <-->,0,EX_tyrargglu[e],0,1000
-1.0 Tyrosyl-Arginyl-Serine <-->,0,EX_tyrargser[e],0,1000
-1.0 Tyrosyl-Aspartyl-Arginine <-->,0,EX_tyrasparg[e],0,1000
-1.0 Tyrosyl-Cysteinyl-Glycine <-->,0,EX_tyrcysgly[e],0,1000
-1.0 Tyrosyl-Cysteinyl-Threonine <-->,0,EX_tyrcysthr[e],0,1000
-1.0 Tyrosyl-Glutamate <-->,0,EX_tyrglu[e],0,1000
-1.0 Tyrosyl-Leucyl-Arginine <-->,0,EX_tyrleuarg[e],0,1000
-1.0 Tyrosyl-Phenylalanyl-Tyrosine <-->,0,EX_tyrphetyr[e],0,1000
-1.0 Tyrosyl-Threonine <-->,0,EX_tyrthr[e],0,1000
-1.0 Tyrosyl-Tryptophanyl-Phenylalanine <-->,0,EX_tyrtrpphe[e],0,1000
-1.0 Tyrosyl-Tyrosine <-->,0,EX_tyrtyr[e],0,1000
-1.0 Tyrosyl-Valyl-Methionine <-->,0,EX_tyrvalmet[e],0,1000
-1.0 Valyl-Arginyl-Glycine <-->,0,EX_valarggly[e],0,1000
-1.0 Valyl-Histidyl-Asparagine <-->,0,EX_valhisasn[e],0,1000
-1.0 Valyl-Leucyl-Phenylalanine <-->,0,EX_valleuphe[e],0,1000
-1.0 Valyl-Lysyl-Tyrosine <-->,0,EX_vallystyr[e],0,1000
-1.0 Valyl-Phenylalanyl-Arginine <-->,0,EX_valphearg[e],0,1000
-1.0 Valyl-Prolyl-Tryptophan <-->,0,EX_valprotrp[e],0,1000
-1.0 Valyl-Seryl-Arginine <-->,0,EX_valserarg[e],0,1000
-1.0 Valyl-Tryptophanyl-Phenylalanine <-->,0,EX_valtrpphe[e],0,1000
-1.0 Valyl-Tryptophanyl-Valine <-->,0,EX_valtrpval[e],0,1000
-1.0 Valyl-Valine <-->,0,EX_valval[e],0,1000
-1.0 Tryptophanyl-Glycyl-Aspartate <-->,0,EX_trpglyasp[e],0,1000
-1.0 SM pool <-->,0,EX_sphmyln_hs[e],0,1000
-1.0 Hexanoate (N-C6:0) <-->,0,EX_hxa[e],0,1000
-1.0 L-Homocystine <-->,0,EX_Lhcystin[e],0,1000
-1.0 core 4 <-->,0,EX_core4[e],0,1000
-1.0 F1alpha <-->,0,EX_f1a[e],0,1000
-1.0 D-Galactosamine <-->,0,EX_galam[e],0,1000
"-1.0 glcnac-alpha-1,4-core 1 <-->",0,EX_gncore1[e],0,1000
-1.0 Menaquinone-10 <-->,0,EX_mqn10[e],0,1000
-1.0 Menaquinone-11 <-->,0,EX_mqn11[e],0,1000
-1.0 Menaquinone-7 <-->,0,EX_mqn7[e],0,1000
-1.0 Menaquinone-9 <-->,0,EX_mqn9[e],0,1000
-1.0 de-Fuc form of PA6 (wo peptide linkage) <-->,0,EX_s2l2n2m2m[e],0,1000
-1.0 lipoamide <-->,0,EX_lpam[e],0,1000
-1.0 N-acetylgalactosamine <-->,0,EX_acgal[e],0,1000
-1.0 N-acetylneuraminate <-->,0,EX_acnam[e],0,1000
-1.0 creatine-phosphate <-->,0,EX_pcreat[e],0,1000
-1.0 cis-aconitate <-->,0,EX_HC00342[e],0,1000
-1.0 azelaic acid <-->,0,EX_C08261[e],0,1000
-1.0 phosphatidate-LD-TAG pool <-->,0,EX_pa_hs[e],0,1000
-1.0 O-methylhippurate <-->,0,EX_CE2934[e],0,1000
-1.0 glycogenin G4G4 <-->,0,EX_dxtrn[e],0,1000
"-1.0 3alpha,7alpha-dihydroxy-5beta-cholestanate <-->",0,EX_dhcholestanate[e],0,1000
"-1.0 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate <-->",0,EX_thcholstoic[e],0,1000
"-1.0 5beta-cholestane-3alpha,7alpha,26-triol <-->",0,EX_xol7ah3[e],0,1000
-1.0 7alpha-hydroxycholest-4-en-3-one <-->,0,EX_xol7aone[e],0,1000
"-1.0 7alpha,12alpha-dihydroxycholest-4-en-3-one <-->",0,EX_xoldiolone[e],0,1000
-1.0 7-Ketolithocholate <-->,0,EX_7klitchol[e],0,1000
-1.0 2-oxobutyrate <-->,0,EX_2obut[e],0,1000
-1.0 Glutarate <-->,0,EX_glutar[e],0,1000
-1.0 D-gluconic acid <-->,0,EX_glcn[e],0,1000
-1.0 fumarate <-->,0,EX_fum[e],0,1000
-1.0 Glycylleucine <-->,0,EX_glyleu[e],0,1000
-1.0 Glycyl-Phenylalanine <-->,0,EX_glyphe[e],0,1000
-1.0 Glycylproline <-->,0,EX_glypro[e],0,1000
-1.0 malate <-->,0,EX_mal_L[e],0,1000
-1.0 PPi <-->,0,EX_ppi[e],0,1000
-1.0 indoleacetate <-->,0,EX_ind3ac[e],0,1000
-1.0 NH4+ <-->,0,EX_nh4[e],0,1000
-1.0 galactitol <-->,0,EX_galt[e],0,1000
-1.0 D-glucarate <-->,0,EX_glcr[e],0,1000
-1.0 glucuronate <-->,0,EX_glcur[e],0,1000
-1.0 Maltohexaose <-->,0,EX_malthx[e],0,1000
-1.0 putrescine <-->,8.10E-05,EX_ptrc[e],-8.10E-05,1000
-1.0 spermidine <-->,0,EX_spmd[e],0,1000
-1.0 xanthine <-->,0,EX_xan[e],0,1000
-1.0 4-hydroxybenzoate <-->,0,EX_4hbz[e],0,1000
"-1.0 3,4-dihydroxyphenylacetate <-->",0,EX_34dhpha[e],0,1000
-1.0 Menaquinone-8 <-->,0,EX_mqn8[e],0,1000
-1.0 Indole <-->,0,EX_indole[e],0,1000
-1.0 Methanethiol <-->,0,EX_ch4s[e],0,1000
-1.0 phenylpyruvate <-->,0,EX_phpyr[e],0,1000
-1.0 tyramine <-->,0,EX_tym[e],0,1000
-1.0 2-hydroxyphenylacetate <-->,0,EX_2hyoxplac[e],0,1000
-1.0 lanosterol <-->,0,EX_lanost[e],0,1000
-1.0 vanillylmandelate <-->,0,EX_3mox4hoxm[e],0,1000
-1.0 glyoxalate <-->,0,EX_glx[e],0,1000
-1.0 2-methylbutyrylglycine <-->,0,EX_CE4970[e],0,1000
-1.0 3-methylcrotonoylglycine <-->,0,EX_CE2026[e],0,1000
-1.0 isovalerylglycine <-->,0,EX_CE4968[e],0,1000
-1.0 N-Acetyl-Tyrosine <-->,0,EX_actyr[e],0,1000
-1.0 Succinylacetone <-->,0,EX_sucaceto[e],0,1000
-1.0 Vanil-Lactate <-->,0,EX_vanillac[e],0,1000
-1.0 N-Acetylvanilalanine <-->,0,EX_nacvanala[e],0,1000
-1.0 2-Hydroxy-3-Methyl-Valerate <-->,0,EX_2h3mv[e],0,1000
-1.0 2-Hydroxy-Isovalerate <-->,0,EX_2hiv[e],0,1000
-1.0 2-Methyl-3-Hydroxy-Butyrate <-->,0,EX_2m3hbu[e],0,1000
-1.0 2-Methyl-3-Hydroxy-Valerate <-->,0,EX_2m3hvac[e],0,1000
-1.0 3-Hydroxy-3-Methyl-Glutarate <-->,0,EX_3h3mglt[e],0,1000
-1.0 3-Methyl-Glutaconate <-->,0,EX_3mglutac[e],0,1000
-1.0 3-Methyl-Glutarate <-->,0,EX_3mglutr[e],0,1000
-1.0 Propionyl-Glycine <-->,0,EX_ppiogly[e],0,1000
-1.0 Mevalonate-Lactone <-->,0,EX_mvlac[e],0,1000
-1.0 Tiglyl Glycine <-->,0,EX_tiggly[e],0,1000
-1.0 3-Hydroxy-Glutarate <-->,0,EX_3ohglutac[e],0,1000
-1.0 Glutaconate <-->,0,EX_glutcon[e],0,1000
-1.0 3-Hydroxyisovaleric Acid <-->,0,EX_3hivac[e],0,1000
-1.0 3-Hydroxy-Adipate <-->,0,EX_3hadpac[e],0,1000
-1.0 3-Hydroxy-Sebacic Acid <-->,0,EX_3ohsebac[e],0,1000
-1.0 3-Hydoxy-Suberic Acid <-->,0,EX_3ohsubac[e],0,1000
-1.0 5-Hydroxyhexanoic Acid <-->,0,EX_5ohhexa[e],0,1000
-1.0 7-Hydroxy-Octanoate <-->,0,EX_7ohocata[e],0,1000
-1.0 Ethylmalonic Acid <-->,0,EX_ethmalac[e],0,1000
-1.0 Hexanoyl-Glycine <-->,0,EX_hexgly[e],0,1000
-1.0 Methyl-Succinate <-->,0,EX_methsucc[e],0,1000
-1.0 Suberyl-Glycine <-->,0,EX_subgly[e],0,1000
-1.0 4-Hydroxy-Butyrate <-->,0,EX_4ohbut[e],0,1000
-1.0 2-Hydroxy-Isocaproate <-->,0,EX_2hxic_L[e],0,1000
-1.0 2-Hydroxy-Glutarate <-->,0,EX_2hydog[e],0,1000
"-1.0 7Z,10Z-Hexadecadienoic Acid <-->",0,EX_thexdd[e],0,1000
"-1.0 (Z,Z,Z)-7,10,13-Hexadecatrienoic Acid <-->",0,EX_hexdtr[e],0,1000
-1.0 Trans-Delta-2-Heptadecanoic Acid <-->,0,EX_hpdece[e],0,1000
"-1.0 Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid <-->",0,EX_eic21114tr[e],0,1000
"-1.0 5,8,11,14,17-Eicosapentenoic Acid <-->",0,EX_5eipenc[e],0,1000
-1.0 isobutyrylglycine <-->,0,EX_CE4969[e],0,1000
-1.0 N-acetyl-L-cysteine <-->,0,EX_CE1310[e],0,1000
-1.0 4-coumarate <-->,0,EX_T4hcinnm[e],0,1000
-1.0 succinate semialdehyde <-->,0,EX_sucsal[e],0,1000
-1.0 15(R)-HEPE <-->,0,EX_CE7081[e],0,1000
-1.0 ecgonine-methyl ester <-->,0,EX_egme[e],0,1000
-1.0 12-hydroxy-arachidonate <-->,0,EX_12harachd[e],0,1000
-1.0 18-hydroxy-arachidonate <-->,0,EX_18harachd[e],0,1000
-1.0 squalene <-->,0,EX_sql[e],0,1000
-1.0 5-guanidino-2-oxopentanoate <-->,0,EX_5g2oxpt[e],0,1000
"-1.0 4-androstene-3,17-dione <-->",0,EX_andrstndn[e],0,1000
-1.0 dehydroepiandrosterone <-->,0,EX_dhea[e],0,1000
-1.0 16alpha-hydroxydehydroepiandrosterone <-->,0,EX_eandrstrn[e],0,1000
"-1.0 5alpha-androstane-3,17-dione <-->",0,EX_andrstandn[e],0,1000
"-1.0 5alpha-androstane-3alpha,17beta-diol <-->",0,EX_CE2209[e],0,1000
-1.0 estrone <-->,0,EX_estrone[e],0,1000
-1.0 2-hydroxyestrone <-->,0,EX_C05298[e],0,1000
-1.0 2-hydroxyestradiol-17beta <-->,0,EX_C05301[e],0,1000
-1.0 2-methoxyestrone <-->,0,EX_C05299[e],0,1000
-1.0 2-methoxyestradiol-17beta <-->,0,EX_C05302[e],0,1000
-1.0 21-hydroxyallopregnanolone <-->,0,EX_CE5072[e],0,1000
-1.0 11-deoxycortisol <-->,0,EX_11docrtsl[e],0,1000
-1.0 11-deoxycorticosterone <-->,0,EX_11docrtstrn[e],0,1000
-1.0 pregnenolone <-->,0,EX_prgnlone[e],0,1000
-1.0 allopregnanolone <-->,0,EX_CE2211[e],0,1000
-1.0 17alpha-hydroxyprogesterone <-->,0,EX_17ahprgstrn[e],0,1000
-1.0 17alpha-hydroxypregnenolone <-->,0,EX_17ahprgnlone[e],0,1000
"-1.0 5alpha-pregnane-3,20-dione <-->",0,EX_C03681[e],0,1000
-1.0 cholesterol-ester-palm <-->,0,EX_HC02020[e],0,1000
-1.0 pregnenolone sulfate <-->,0,EX_prgnlones[e],0,1000
-1.0 17alpha-hydroxypregnenolone sulfate <-->,0,EX_CE1352[e],0,1000
-1.0 24-hydroxycholesterol <-->,0,EX_xol24oh[e],0,1000
-1.0 26-hydroxycholesterol <-->,0,EX_xol27oh[e],0,1000
-1.0 25-hydroxycholesterol <-->,0,EX_xol25oh[e],0,1000
-1.0 desmosterol <-->,0,EX_dsmsterol[e],0,1000
-1.0 cholesterol-sulfate <-->,0,EX_chsterols[e],0,1000
-1.0 3-iodo-L-tyrosine <-->,0,EX_3ityr_L[e],0,1000
"-1.0 3,5-diiodo-L-tyrosine <-->",0,EX_35diotyr[e],0,1000
-1.0 13-cis-retinoate <-->,0,EX_13_cis_retn[e],0,1000
-1.0 9-cis-retinoate <-->,0,EX_CE1617[e],0,1000
"-1.0 2,5-dihydroxybenzoate <-->",0,EX_HC00460[e],0,1000
"-1.0 3,4-dihydroxymandelate <-->",0,EX_34dhoxmand[e],0,1000
-1.0 formyl-N-acetyl-5-methoxykynurenamine <-->,0,EX_fna5moxam[e],0,1000
-1.0 peroxynitrite <-->,0,EX_CE5643[e],0,1000
-1.0 (18R)-HEPE <-->,0,EX_CE7090[e],0,1000
-1.0 5(S)-HEPE <-->,0,EX_CE7085[e],0,1000
"-1.0 5,15-DiHETE <-->",0,EX_CE7096[e],0,1000
-1.0 15-deoxy-prostaglandin J2 <-->,0,EX_CE4877[e],0,1000
-1.0 11-dehydro-thromboxane B2 <-->,0,EX_CE1447[e],0,1000
-1.0 4-hydroxy-2-nonenal <-->,0,EX_CE2006[e],0,1000
-1.0 homocysteine-thiolactone <-->,0,EX_CE1401[e],0,1000
-1.0 gamma-glutamyl-cysteine <-->,0,EX_glucys[e],0,1000
-1.0 N8-acetylspermidine <-->,0,EX_n8aspmd[e],0,1000
-1.0 5-methoxytryptophol <-->,0,EX_CE6205[e],0,1000
-1.0 melatonin <-->,0,EX_melatn[e],0,1000
-1.0 6-hydroxymelatonin <-->,0,EX_6hoxmelatn[e],0,1000
-1.0 tryptamine <-->,0,EX_trypta[e],0,1000
-1.0 picolinic acid <-->,0,EX_C10164[e],0,1000
-1.0 N-methylsalsolinol <-->,0,EX_CE4890[e],0,1000
-1.0 salsolinol <-->,0,EX_C09642[e],0,1000
-1.0 uroporphyrin I <-->,0,EX_C05767[e],0,1000
-1.0 N-methylhistamine <-->,0,EX_mhista[e],0,1000
-1.0 porphobilinogen <-->,0,EX_ppbng[e],0,1000
"-1.0 1,3-diaminopropane <-->",0,EX_13dampp[e],0,1000
-1.0 methylamine <-->,0,EX_mma[e],0,1000
"-1.0 propane-1,2-diol <-->",0,EX_12ppd_R[e],0,1000
-1.0 S-adenosylmethioninamine <-->,0,EX_ametam[e],0,1000
-1.0 L-xylulose <-->,0,EX_xylu_L[e],0,1000
-1.0 D-xylulose <-->,0,EX_xylu_D[e],0,1000
-1.0 malonic-dialdehyde <-->,0,EX_CE0737[e],0,1000
-1.0 sphingosine <-->,0,EX_sphings[e],0,1000
-1.0 hexadecenoylcarnitine(9) <-->,0,EX_hdd2crn[e],0,1000
-1.0 imidazole-4-acetate <-->,0,EX_im4ac[e],0,1000
-1.0 5-hydroxytryptophol <-->,0,EX_CE1918[e],0,1000
"-1.0 5,10-methylene-THF <-->",0,EX_mlthf[e],0,1000
-1.0 protoporphyrin <-->,0,EX_ppp9[e],0,1000
-1.0 aminoacetone <-->,0,EX_aact[e],0,1000
-1.0 quinonoid dihydrobiopterin <-->,0,EX_CE2705[e],0,1000
-1.0 sphinganine <-->,0,EX_sphgn[e],0,1000
-1.0 selenomethionine <-->,0,EX_selmeth[e],0,1000
-1.0 N1-acetylspermidine <-->,0,EX_N1aspmd[e],0,1000
-1.0 calcitriol <-->,0,EX_1a25dhvitd3[e],0,1000
-1.0 pristanic acid <-->,0,EX_prist[e],0,1000
"-1.0 12,13-hydroxyoctadec-9(z)-enoate <-->",0,EX_CE2049[e],0,1000
"-1.0 9,10-hydroxyoctadec-12(Z)-enoate <-->",0,EX_CE2047[e],0,1000
"-1.0 fructose-1,6-bisphosphate <-->",0,EX_fdp[e],0,1000
-1.0 cocaine <-->,0,EX_coke[e],0,1000
-1.0 5-amino-2-oxopentanoic acid <-->,0,EX_5a2opntn[e],0,1000
-1.0 Very Low Density Lipoprotein <-->,0,EX_vldl_hs[e],0,1000
-1.0 Intermediate Density Lipoprotein <-->,0,EX_idl_hs[e],0,1000
-1.0 Low Density Lipoprotein <-->,0,EX_ldl_hs[e],0,1000
-1.0 High Density Lipoprotein <-->,0,EX_hdl_hs[e],0,1000
-1.0 apoB100 <-->,0,EX_HC00005[e],0,1000
-1.0 apoC1 <-->,0,EX_HC00006[e],0,1000
-1.0 apoC2 <-->,0,EX_HC00007[e],0,1000
-1.0 apoC3 <-->,0,EX_HC00008[e],0,1000
-1.0 apoE <-->,0,EX_HC00009[e],0,1000
-1.0 Dopamine 4-O-Sulphate <-->,0,EX_dopa4sf[e],0,1000
-1.0 Dopamine-4-O-Glucuronide <-->,0,EX_dopa4glcur[e],0,1000
-1.0 Dopamine-3-O-Glucuronide <-->,0,EX_dopa3glcur[e],0,1000
"-1.0 4-S-Glutathionyl-5,6-Dihydroxyindoline <-->",0,EX_4glu56dihdind[e],0,1000
-1.0 5-S-Cysteinyldopamine <-->,0,EX_5cysdopa[e],0,1000
-1.0 5-S-glutathionyl-dopamine <-->,0,EX_CE5025[e],0,1000
"-1.0 6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline <-->",0,EX_CE2172[e],0,1000
"-1.0 1,2-dehydrosalsolinol <-->",0,EX_CE5629[e],0,1000
-1.0 GD3 <-->,0,EX_gd3_hs[e],0,1000
-1.0 glucosylceramide pool <-->,0,EX_gluside_hs[e],0,1000
-1.0 GM3 <-->,0,EX_gm3_hs[e],0,1000
-1.0 CMP-N-acetylneuraminate <-->,0,EX_cmpacna[e],0,1000
-1.0 GD2 <-->,0,EX_gd2_hs[e],0,1000
-1.0 GD1a <-->,0,EX_gd1a_hs[e],0,1000
"-1.0 3,4-Dihydroxyphenylethanol <-->",0,EX_34dhpe[c],0,1000
-1.0 PI pool <-->,1000,EX_pail_hs[e],-1000,1000
-1.0 12(S)-HHT <-->,0,EX_CE1243[e],0,1000
-1.0 5-S-glutathionyl-L-dopa <-->,0,EX_CE5026[e],0,1000
-1.0 5-S-Cysteinylglycine Dopa <-->,0,EX_5cysgly34dhphe[e],0,1000
-1.0 5-S-cysteinyldopa <-->,0,EX_CE1261[e],0,1000
-1.0 Galactosyl Glucosyl Ceramide <-->,0,EX_galgluside_hs[e],0,1000
-1.0 GA1 <-->,0,EX_ga1_hs[e],0,1000
-1.0 GM1alpha <-->,0,EX_gm1a_hs[e],0,1000
-1.0 GM2alpha <-->,0,EX_gm2a_hs[e],0,1000
-1.0 Ganglioside Gm1 <-->,0,EX_gm1_hs[e],0,1000
-1.0 GM1b <-->,0,EX_gm1b_hs[e],0,1000
-1.0 GD1b <-->,0,EX_gd1b_hs[e],0,1000
-1.0 GT1b <-->,0,EX_gt1b_hs[e],0,1000
-1.0 NADH <-->,0,EX_nadh[e],0,1000
"-1.0 12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid <-->",0,EX_12dhchol[e],0,1000
-1.0 3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid <-->,0,EX_3dhcdchol[e],0,1000
"-1.0 3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid <-->",0,EX_3dhchol[e],0,1000
-1.0 3-dehydro-Deoxycholate <-->,0,EX_3dhdchol[e],0,1000
-1.0 3-dehydro-Lithocholate <-->,0,EX_3dhlchol[e],0,1000
-1.0 7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid <-->,0,EX_7dhcdchol[e],0,1000
"-1.0 7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid <-->",0,EX_7dhchol[e],0,1000
"-1.0 Cholic acid-24glucuronide, CA-24G <-->",0,EX_ca24g[e],0,1000
-1.0 Cholic acid 3-sulfate <-->,0,EX_ca3s[e],0,1000
"-1.0 Chenodeoxycholic acid-24glucuronide, CDCA-24G <-->",0,EX_cdca24g[e],0,1000
"-1.0 Chenodeoxycholic acid-3glucuronide, CDCA-3G <-->",0,EX_cdca3g[e],0,1000
-1.0 Coprostanol <-->,0,EX_coprost[e],0,1000
"-1.0 Deoxycholic acid-24glucuronide, CDA-24G <-->",0,EX_dca24g[e],0,1000
"-1.0 Deoxycholic acid-3glucuronide, CDA-3G <-->",0,EX_dca3g[e],0,1000
-1.0 Deoxycholic acid 3-sulfate <-->,0,EX_dca3s[e],0,1000
-1.0 Glycocholic acid 3-sulfate <-->,0,EX_gca3s[e],0,1000
-1.0 Glycochenodeoxycholic acid 3-sulfate <-->,0,EX_gcdca3s[e],0,1000
-1.0 Glycodeoxycholic acid 3-sulfate <-->,0,EX_gdca3s[e],0,1000
-1.0 Glycoursodeoxycholic acid 3-sulfate <-->,0,EX_gudca3s[e],0,1000
"-1.0 Hyocholic acid-24glucuronide, HCA-24G <-->",0,EX_hca24g[e],0,1000
"-1.0 Hyocholic acid-6glucuronide, HCA-6G <-->",0,EX_hca6g[e],0,1000
"-1.0 Hyodeoxycholic acid-24glucuronide, HDCA-24G <-->",0,EX_hdca24g[e],0,1000
"-1.0 Hyodeoxycholic acid-6glucuronide, HDCA-6G <-->",0,EX_hdca6g[e],0,1000
-1.0 Hyocholic acid; gamma-Muricholate <-->,0,EX_hyochol[e],0,1000
"-1.0 Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid <-->",0,EX_icdchol[e],0,1000
"-1.0 Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid <-->",0,EX_isochol[e],0,1000
"-1.0 Lithocholic acid-24glucuronide, CDCA-24G <-->",0,EX_lca24g[e],0,1000
"-1.0 Lithocholic acid-3glucuronide, CDCA-3G <-->",0,EX_lca3g[e],0,1000
